impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-113316,A573318,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926009,LOST,Dolly,Dog,,Female,Standard Poodle,Unknown,10/29/2018 12:00:00 AM,Date Lost,"NE 24TH AVE NR EVERGREEN,",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926009,Image Copyright HLP Inc. 2018,,
K18-112574,A570129,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A570129,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Freedom,Cat,14 YEARS 1 MONTH,Neutered Male,Domestic Mediumhair,Black / White,09/30/2018 12:00:00 AM,Received on,14500 SE 50TH ST,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570129,Image Copyright HLP Inc. 2018,"Received on: 2018-09-30<p/> Found Near: 14500 SE 50TH ST, BELLEVUE WA 98006<p/> Description: Black / White Neutered Male Domestic Mediumhair Cat<p/> Age: 14 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-112574,A570129,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A570129,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Freedom,Cat,14 YEARS 1 MONTH,Neutered Male,Domestic Mediumhair,Black / White,09/30/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570129,Image Copyright HLP Inc. 2018,"Received on: 2018-09-30<p/> Description: Black / White<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 14 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Freedom and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 9/30/18.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/><p/> Adoption Fee: $30.00<p/>",BLUE
K18-113336,A573374,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,4 YEARS,Male,Domestic Longhair,Black / White,10/30/2018 12:00:00 AM,Received on,23400 104TH AVE SE,KENT,WA,98031,KENT,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-10-30<p/> Found Near: 23400 104TH AVE SE, KENT WA 98031<p/> Description: Black / White Male Domestic Longhair Cat<p/> Age: 4 YEARS<p/>",
K18-113343,A573444,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Male,Domestic Shorthair,Org Tabby,10/30/2018 12:00:00 AM,Received on,27500 COVINGTON WAY SE,COVINGTON,WA,98042,COVINGTON,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-10-30<p/> Found Near: 27500 COVINGTON WAY SE, COVINGTON WA 98042<p/> Description: Org Tabby Male Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K18-113332,A573358,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926154,LOST,Oso,Cat,,Male,Maine Coon,Unknown,10/21/2018 12:00:00 AM,Date Lost,200 SW 122ND ST,BURIEN,WA,98146,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926154,Image Copyright HLP Inc. 2018,,
K18-113350,A573563,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926492,LOST,Kenzo,Dog,,Male,Shiba Inu,Unknown,10/30/2018 12:00:00 AM,Date Lost,CEDAR RIVER PARK TRAIL,RENTON,,98057,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926492,Image Copyright HLP Inc. 2018,,
K18-113355,A573568,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926549,LOST,Sublime,Cat,,Male,Domestic Mediumhair,Unknown,10/30/2018 12:00:00 AM,Date Lost,,,,98198,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926549,Image Copyright HLP Inc. 2018,,
K18-110315,A563239,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Tiger,Cat,5 MONTHS,Neutered Male,Domestic Shorthair,Blk Smoke,07/15/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A563239,Image Copyright HLP Inc. 2018,"Received on: 2018-07-15<p/> Description: Blk Smoke Neutered Male Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: In RASKC Foster Home <p/>A black short haired male about 15 weeks old is barely a proper introduction of this handsome boy kitten. He is a second chance baby hissy and distant to humans, who now relies with dependence on his two legged foster family, it turns out that he was a sweet baby all along. We named him Tiger because he has strips you can see through his dark fur, he has a fun and loving personality and would be a great addition to a home with other cats or older kids. He will need a place that has height to retreat and relax.<p/>Please call me Tracy his foster person for a time to meet and play 206-242-7659<p/>Tiger - A563239<p/>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/>",
K18-113356,A573569,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926578,LOST,Toby,Cat,,Male,Domestic Shorthair,Unknown,10/28/2018 12:00:00 AM,Date Lost,27600 238TH AVE SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926578,Image Copyright HLP Inc. 2018,,
K18-113357,A573570,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926581,LOST,Prince,Dog,,Male,Chihuahua - Smooth Coated,Unknown,10/30/2018 12:00:00 AM,Date Lost,2100 MONTEREY CT SE,RENTON,WA,98055,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926581,Image Copyright HLP Inc. 2018,,
K18-113364,A573609,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926669,In Public Home,,Dog,,Female,Pit Bull,Brown / White,10/31/2018 12:00:00 AM,Date Found,500 MONSTER RD SW,RENTON,WA,98057,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926669,Image Copyright HLP Inc. 2018,,
K18-113365,A573612,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926677,LOST,Peanut,Cat,,Male,Maine Coon,Unknown,10/24/2018 12:00:00 AM,Date Lost,13000 SE 264TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926677,Image Copyright HLP Inc. 2018,,
K18-113383,A573653,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926758,LOST,Murph,Dog,,Male,Australian Shepherd,Unknown,10/31/2018 12:00:00 AM,Date Lost,SE 326TH STREET & 162ND AVENUE SE,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926758,Image Copyright HLP Inc. 2018,,
K18-113382,A573652,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926757,LOST,Murph,Dog,,Male,Australian Shepherd,Unknown,10/31/2018 12:00:00 AM,Date Lost,SE 326TH STREET & 162ND AVENUE SE,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926757,Image Copyright HLP Inc. 2018,,
K18-113403,A573680,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1926889,LOST,Diamond,Dog,,Male,Shetland Sheepdog,Unknown,10/31/2018 12:00:00 AM,Date Lost,196TH AVE NE AND NE 194TH ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1926889,Image Copyright HLP Inc. 2018,,
K18-113420,A573767,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1927046,LOST,Shadow,Cat,,Female,Domestic Mediumhair,Unknown,10/19/2018 12:00:00 AM,Date Lost,25500 159TH CT SE,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1927046,Image Copyright HLP Inc. 2018,,
K18-111806,A567224,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A567224,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Snickers,Cat,3 YEARS 2 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,09/02/2018 12:00:00 AM,Received on,10800 SE 222ND PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A567224,Image Copyright HLP Inc. 2018,"Received on: 2018-09-02<p/> Found Near: 10800 SE 222ND PL, KENT WA 98031<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-108072,A524490,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A524490,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Slinky,Cat,3 YEARS 2 MONTHS,Spayed Female,Domestic Shorthair,Black,05/02/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524490,Image Copyright HLP Inc. 2018,"Received on: 2018-05-02<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Slinky and I am available for adoption. I was brought in by my previous owner on May 2, 2018 because I was not getting along with the other pets in the home. I lived in a home with older children.  My previous owner described me as friendly, shy, and vocal.<p/><p/>I am an affectionate lovebug who likes getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break. I can also be a bit shy, so I would prefer a quite, low-traffic home. <p/><p/>My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)     Feline lower urinary tract disease (FLUTD)- FLUTD is an inflammatory condition of the urinary tract caused by a combination of stress, diet and water intake.  This condition can be managed through prescription diets, increased water consumption and reducing stress in the household.  This condition will require long term management.  This cat also ha sa history of inappropriate urination, which is most likely related to the FLUTD.  We have included an information handout.<p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/> Adoption Fee: $30.00<p/>",RED
K18-110899,A564655,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A564655,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Checkers,Cat,14 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Black / White,08/02/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A564655,Image Copyright HLP Inc. 2018,"Received on: 2018-08-02<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Checkers and I am available for adoption.<p/><p/>I was brought in by my previous owner on August 2nd, 2018 because they were moving and could not keep me. My previous owner described me as friendly and sweet. They also said that I like to hang out in windows and watch birds, lay on your lap and that I'm not a big fan of being picked up. <p/><p/>My personality color is green.  I enjoy getting pets on the head most and I like sitting on your lap after I get to know you!  <p/><p/>My caregivers have noticed I do not like other cats.  I prefer to be the only princess in the house!<p/><p/> Adoption Fee: $30.00<p/>",RED
K18-111807,A280405,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A280405,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Beau,Cat,12 YEARS 2 MONTHS,Neutered Male,Domestic Longhair,Black / White,09/02/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A280405,Image Copyright HLP Inc. 2018,"Received on: 2018-09-02<p/> Description: Black / White<p/>  Neutered Male Domestic Longhair Cat<p/> Age: 12 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Beau and I am available for adoption.<p/><p/>I was brought in, with my brother Smokey, by my previous owner on 9/2/18.  My owners were moving and could no longer care for me. I lived in a home with another cat, dogs, and young and older children. I am quite shy, for this reason I would do better in a quiet home. <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/> Adoption Fee: $30.00<p/>",
K18-113266,A494486,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A494486,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Midnight,Cat,6 YEARS 11 MONTHS,Neutered Male,Domestic Shorthair,Black,10/27/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A494486,Image Copyright HLP Inc. 2018,"Received on: 2018-10-27<p/> Description: Black<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 6 YEARS 11 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Midnight and I am available for adoption.<p/><p/>I was brought in by my previous owner on October 27, 2018 because they have medical conditions that prevent them from properly caring for me. I lived in a home with only one human and it was very calm and relaxed. Therefore, I'm looking for a nice, calm home where there's not too much activity. I was very bonded with my human and was very affectionate and cuddly. I will likely warm up to my new people in the same way and cannot wait to find a new bed to sleep in and a lap to hang out in!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/> Adoption Fee: $30.00<p/>",
K18-113427,A573783,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1927095,In Public Home,,Cat,,Unaltered,Domestic Shorthair,Brn Tabby / White,11/01/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1927095,Image Copyright HLP Inc. 2018,,
K18-113435,A573786,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1927107,In Public Home,,Cat,,Female,Domestic Shorthair,Dilute Tor,11/01/2018 12:00:00 AM,Date Found,NEAR 14400 BLOCK 156TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1927107,Image Copyright HLP Inc. 2018,,
K18-106401,A551273,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Midnight,Cat,12 YEARS 9 MONTHS,Spayed Female,Domestic Shorthair,Black,02/03/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551273,Image Copyright HLP Inc. 2018,"Received on: 2018-02-03<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS 9 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Midnight and I am available for adoption.<p/><p/>I was brought in by my previous owner on  2/3/18.<p/><p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/><p/><p/><p/>Adoption Fee: $30.00<p/>",GREEN
K18-112652,A570660,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A570660,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Suki,Cat,1 YEAR 1 MONTH,Female,Domestic Shorthair,Lynx Pt,10/03/2018 12:00:00 AM,Received on,15300 SE 310TH ST,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570660,Image Copyright HLP Inc. 2018,"Received on: 2018-10-03<p/> Found Near: 15300 SE 310TH ST, KENT WA 98042<p/> Description: Lynx Pt Female Domestic Shorthair Cat<p/> Age: 1 YEAR 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
